,clust_to_rv,gene_name,ortho,cog,product,refseq,count,score,name_to_rv,pan
Cluster 3152,Rv2388c,hemN,83332.Rv2388c,H,"Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type",Z578_02628,1595,853.3,0,Core
Cluster 3153,Rv0752c,fadE9,419947.MRA_0761,I,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE9",Z578_03512,1594,864.8,0,Core
Cluster 3154,Rv3575c,Rv3575c,262316.MAP0490,K,"Transcriptional regulator, LacI family",T594_03508,1594,711.2,0,Core
Cluster 3155,Rv0975c,fadE13,419947.MRA_0982,I,"Isovaleryl-CoA dehydrogenase (EC 1.3.8.4) @ Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE13",W017_03580,1593,851.9,0,Core
Cluster 3156,0,0,0,0,PE-PGRS family protein,AN32_01003,2,0.0,0,Uniq
Cluster 3157,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 3158,0,RIBB,106370.Francci3_3186,H,"3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)",None,16,127.4,0,Acces
Cluster 3159,0,0,0,0,putative membrane protein,W045_01830,1,0.0,0,Uniq
Cluster 316,0,0,0,0,PE-PGRS family protein,AO19_03373,1,0.0,0,Uniq
Cluster 3160,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 3161,Rv1790,PPE27,216594.MMAR_1849,S,PPE family protein,None,1492,247.4,0,Acces
Cluster 3162,Rv2896c,Rv2896c,419947.MRA_2921,L,Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake,Z578_00862,1594,822.8,0,Core
Cluster 3163,Rv3274c,fadE25,419947.MRA_3315,I,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE25",Z578_01242,1594,860.8,0,Core
Cluster 3164,Rv3305c,amiA1,419947.MRA_3346,E,Possible N-acyl-L-amino acid amidohydrolase amiA1 (EC 3.5.1.-),Z578_01273,1595,861.2,0,Core
Cluster 3165,Rv1323,fadA4,419947.MRA_1331,I,3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9),Z578_03415,1593,804.0,0,Core
Cluster 3166,Rv0823c,Rv0823c,419947.MRA_0833,J,tRNA dihydrouridine synthase B (EC 1.-.-.-),Z578_03955,1595,878.5,0,Core
Cluster 3167,Rv3116,moeB2,419947.MRA_3148,H,Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80),Z578_04067,1578,880.4,0,Acces
Cluster 3168,Rv0928,pstS3,419947.MRA_0936,P,"Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)",AN99_00675,1595,816.9,0,Core
Cluster 3169,Rv3487c,lipF,557599.MkanA1_010100022230,I,Esterase/lipase,Z544_03592,1567,393.6,0,Acces
Cluster 317,0,0,0,0,PE-PGRS family protein,W032_04083,1,0.0,0,Uniq
Cluster 3170,0,0,0,0,Transposase and inactivated derivatives,AO67_04042,1,0.0,0,Uniq
Cluster 3171,Rv1932,tpx,83332.Rv1932,O,"Thiol peroxidase, Tpx-type (EC 1.11.1.15)",V947_00473,1589,351.2,0,Core
Cluster 3172,0,0,0,0,Glutamate N-acetyltransferase (EC 2.3.1.35) @ N-acetylglutamate synthase (EC 2.3.1.1),None,1,0.0,0,Uniq
Cluster 3173,Rv0237,lpqI,419947.MRA_0246,G,Beta-hexosaminidase (EC 3.2.1.52),Z578_00448,1594,831.8,0,Core
Cluster 3174,Rv1079,metB,83332.Rv1079,E,Cystathionine gamma-lyase (EC 4.4.1.1),Z578_03826,1595,856.6,0,Core
Cluster 3175,Rv0575c,Rv0575c,419947.MRA_0582,"['C', 'H']",Oxidoreductase,T594_02846,1594,886.2,0,Core
Cluster 3176,Rv1267c,embR,83332.Rv1267c,K,"transcriptional regulator, AfsR/DnrI/RedD family",W029_02998,1595,853.7,0,Core
Cluster 3177,Rv0215c,fadE3,557599.MkanA1_010100003887,I,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE3",None,1594,694.5,0,Core
Cluster 3178,Rv2777c,Rv2777c,419947.MRA_2801,S,FF domain protein,Z548_02060,1595,825.3,0,Core
Cluster 3179,Rv2563,Rv2563,216594.MMAR_0215,V,"ABC transporter, permease protein",K862_06586,1593,561.3,0,Core
Cluster 318,0,0,0,0,PE-PGRS family protein,N090_03632,1,0.0,0,Uniq
Cluster 3180,Rv3430c,Rv3430c,419947.MRA_3470,L,Mobile element protein,X388_03671,1530,874.5,0,Acces
Cluster 3181,0,0,0,0,PPE family protein,None,1,0.0,0,Uniq
Cluster 3182,0,0,0,0,UDP-glucose 4-epimerase (EC 5.1.3.2),None,5,0.0,0,Acces
Cluster 3183,Rv3543c,fadE29,419947.MRA_3582,I,Probable acyl-CoA dehydrogenase FadE29 (EC 1.3.99.-); Acyl-CoA dehydrogenase IgrC,Z578_00029,1594,890.2,0,Core
Cluster 3184,Rv3659c,Rv3659c,419947.MtubH3_010100023295,U,"Flp pilus assembly protein, ATPase CpaF",Z578_00147,1593,726.9,0,Core
Cluster 3185,Rv0228,Rv0228,419947.MRA_0236,I,Acyltransferase,Z578_00437,1594,835.7,0,Core
Cluster 3186,Rv0951,sucC,419947.MRA_0958,C,Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5),Z578_01117,1595,835.6,0,Core
Cluster 3187,Rv1212c,glgA,419947.MRA_1221,G,"Predicted glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21), Actinobacterial type",Z578_01710,1595,860.9,0,Core
Cluster 3188,Rv3822,Rv3822,0,0,"FIG01386146: Possible exported protein, Rv1184c",Z578_03033,1593,0.0,0,Core
Cluster 3189,Rv2868c,gcpE,419947.MRA_2893,I,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1),Z578_03338,1595,848.5,0,Core
Cluster 319,0,0,0,0,PE-PGRS family protein,BA56_03969,156,0.0,0,Acces
Cluster 3190,0,0,0,0,Mobile element protein,AN99_02630,2,0.0,0,Uniq
Cluster 3191,Rv2230c,Rv2230c,83332.Rv2230c,S,FIG137478: Hypothetical protein YbgI,K860_05997,1595,837.3,0,Core
Cluster 3192,0,0,0,0,hypothetical protein,AO30_04062,2,0.0,0,Uniq
Cluster 3193,0,RV0869C,419947.MRA_3141,H,Cyclic pyranopterin phosphate synthase (MoaA) (EC 4.1.99.18),K901_03952,1284,589.7,0,Acces
Cluster 3194,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 3195,0,0,0,0,Mobile element protein,None,4,0.0,0,Uniq
Cluster 3196,0,0,0,0,PPE family protein,None,3,0.0,0,Uniq
Cluster 3197,Rv3526,kshA,419947.MRA_3565,P,"Ketosteroid-9-alpha-hydroxylase, oxygenase (EC 1.14.13.- ); Terminal oxygenase KshA",Z578_00012,1595,841.2,0,Core
Cluster 3198,Rv3540c,ltp2,419947.MRA_3579,S,Lipid carrier protein IgrF,Z578_00026,1595,857.5,0,Core
Cluster 3199,Rv0874c,Rv0874c,83332.Rv0874c,S,hypothetical protein,Z578_01040,1591,800.7,0,Core
Cluster 32,0,MRA_0364,419947.MRA_0364,N,PPE family protein,W015_00078,50,6778.3,0,Acces
Cluster 320,0,0,0,0,PPE family protein,AL20_03462,2,0.0,0,Uniq
Cluster 3200,Rv1569,bioF1,419947.MRA_1581,H,8-amino-7-oxononanoate synthase (EC 2.3.1.47),Z578_02592,1592,816.5,0,Core
Cluster 3201,Rv0988,Rv0988,419947.MRA_0995,S,AttH component of AttEFGH ABC transport system,Z578_02808,1595,866.5,0,Core
Cluster 3202,Rv1346,mbtN,419947.MRA_1354,I,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE14",Z578_03438,1595,843.5,0,Core
Cluster 3203,Rv3680,Rv3680,419947.MRA_3715,P,Arsenical pump-driving ATPase (EC 3.6.3.16),Q625_03629,1584,811.3,0,Acces
Cluster 3204,0,0,0,0,PE-PGRS family protein,AP21_01299,1,0.0,0,Uniq
Cluster 3205,Rv0162c,adhE1,419947.MRA_0170,C,Alcohol dehydrogenase (EC 1.1.1.1),AI90_00369,1594,836.1,0,Core
Cluster 3206,0,0,0,0,FIG00825170: hypothetical protein,None,105,0.0,0,Acces
Cluster 3207,0,0,0,0,PPE family protein,None,1,0.0,0,Uniq
Cluster 3208,0,0,0,0,2-isopropylmalate synthase (EC 2.3.3.13),None,3,0.0,0,Uniq
Cluster 3209,Rv0199,Rv0199,0,0,FIG01121868: conserved membrane protein,AO36_00707,1594,0.0,0,Core
Cluster 321,0,MRA_3390,419947.MRA_3390,N,PPE family protein,BA31_00836,11,2630.3,0,Acces
Cluster 3210,0,0,0,0,Glucoamylase (EC 3.2.1.3),T558_02188,2,0.0,0,Uniq
Cluster 3211,0,0,0,0,PE-PGRS family protein,N126_02323,2,0.0,0,Uniq
Cluster 3212,0,0,0,0,MCE-family protein MceA,G067_05947,2,0.0,0,Uniq
Cluster 3213,0,0,0,0,PPE family protein,None,3,0.0,0,Uniq
Cluster 3214,Rv3357,relJ,83332.Rv3357,D,YefM protein (antitoxin to YoeB),None,1595,188.6,0,Core
Cluster 3215,Rv3586,Rv3586,262316.MAP0472c,L,DNA integrity scanning protein DisA,None,1459,682.2,0,Acces
Cluster 3216,0,0,0,0,"Transcriptional regulator, Xre family",V216_00480,1,0.0,0,Uniq
Cluster 3217,Rv3560c,fadE30,419947.MRA_3599,I,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE30",Z578_00046,1595,882.2,0,Core
Cluster 3218,Rv1705c,PPE22,216594.MMAR_1849,S,PPE family protein,Z578_00609,1593,270.4,0,Core
Cluster 3219,Rv0003,recF,419947.MRA_0003,L,DNA recombination and repair protein RecF,Z578_01816,1595,825.3,0,Core
Cluster 322,0,0,0,0,PE-PGRS family protein,Q630_02144,1,0.0,0,Uniq
Cluster 3220,Rv0610c,Rv0610c,0,0,hypothetical protein,Z578_02965,1594,0.0,0,Core
Cluster 3221,Rv0409,ackA,83332.Rv0409,C,Acetate kinase (EC 2.7.2.1),T594_03020,1595,843.3,0,Core
Cluster 3222,Rv1887,Rv1887,0,0,putative membrane protein,AL82_01935,1593,0.0,0,Core
Cluster 3223,0,MRA_1905,419947.MRA_1905,S,2-nitropropane dioxygenase (EC 1.13.11.32),None,12,638.2,0,Acces
Cluster 3224,0,0,0,0,PE-PGRS family protein,None,3,0.0,0,Uniq
Cluster 3225,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 3226,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 3227,0,0,0,0,Cytochrome P450 130,None,6,0.0,0,Acces
Cluster 3228,Rv3230c,Rv3230c,419947.MRA_3271,C,Flavodoxin reductases (ferredoxin-NADPH reductases) family 1,None,1593,861.6,0,Core
Cluster 3229,0,0,0,0,beta-glucosidase (EC 3.2.1.21),T593_00193,6,0.0,0,Acces
Cluster 323,0,0,0,0,PE-PGRS family protein,P510_03643,2,0.0,0,Uniq
Cluster 3230,0,0,0,0,PE-PGRS family protein,X087_02733,1,0.0,0,Uniq
Cluster 3231,Rv1600,hisC1,419947.MRA_1610,E,Histidinol-phosphate aminotransferase (EC 2.6.1.9),K902_05575,1594,829.7,0,Core
Cluster 3232,Rv0225,Rv0225,419947.MRA_0233,M,Glycosyltransferase,Z578_00434,1594,852.8,0,Core
Cluster 3233,Rv1895,Rv1895,419947.MRA_1907,C,Threonine dehydrogenase and related Zn-dependent dehydrogenases,Z578_01405,1591,841.0,0,Core
Cluster 3234,Rv2164c,Rv2164c,419947.MRA_2179,S,Cell division protein FtsL / proline rich membrane protein,Z578_02194,1592,680.2,0,Core
Cluster 3235,Rv3529c,Rv3529c,419947.MRA_3568,S,hypothetical protein,AL82_03499,1595,865.3,0,Core
Cluster 3236,0,0,0,0,hypothetical protein,AP47_03191,2,0.0,0,Uniq
Cluster 3237,0,0,0,0,"Carbon monoxide dehydrogenase form I, large chain (EC 1.2.99.2)",I112_03253,1,0.0,0,Uniq
Cluster 3238,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 3239,0,0,0,0,PE-PGRS family protein,W088_00002,3,0.0,0,Uniq
Cluster 324,0,0,0,0,PE-PGRS family protein,AL26_03191,7,0.0,0,Acces
Cluster 3240,Rv1660,pks10,83332.Rv1660,Q,Chalcone synthase (EC 2.3.1.74),Z561_02160,1594,776.2,0,Core
Cluster 3241,Rv1254,Rv1254,419947.MRA_1262,I,FIG143263: Glycosyl transferase / Lysophospholipid acyltransferase,Z578_01752,1595,846.1,0,Core
Cluster 3242,Rv1277,Rv1277,419947.MtubH3_010100016891,L,DNA double-strand break repair protein Mre11,Z578_01775,1594,839.9,0,Core
Cluster 3243,Rv0628c,Rv0628c,83332.Rv0628c,S,hypothetical protein,Z578_02984,1591,830.3,0,Core
Cluster 3244,Rv3332,nagA,419947.MRA_3374,G,N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25),Z578_03935,1594,815.1,0,Core
Cluster 3245,Rv0433,Rv0433,419947.MRA_0438,S,Carboxylate-amine ligase,AL56_00452,1595,865.3,0,Core
Cluster 3246,Rv0601c,Rv0601c,656024.FsymDg_1569,T,PROBABLE TWO COMPONENT SENSOR KINASE [SECOND PART],CH81_00334,1592,92.5,0,Core
Cluster 3247,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 3248,0,0,0,0,hypothetical protein,None,109,0.0,0,Acces
Cluster 3249,Rv2770c,PPE44,216594.MMAR_1849,S,PPE family protein,Z578_01652,1593,176.1,0,Core
Cluster 325,0,0,0,0,PE-PGRS family protein,P958_03003,2,0.0,0,Uniq
Cluster 3250,Rv2373c,dnaJ2,419947.MRA_2396,O,Chaperone protein DnaJ,Z578_02612,1595,857.3,0,Core
Cluster 3251,Rv1504c,Rv1504c,216596.RL0794,E,"dTDP-4-amino-4,6-dideoxygalactose transaminase (EC 2.6.1.59)",AN87_01270,1594,91.7,0,Core
Cluster 3252,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 3253,Rv3707c,Rv3707c,419947.MRA_3744,S,FIG00821722: hypothetical protein,None,1595,780.7,0,Core
Cluster 3254,0,MKANA1_010100029066,557599.MkanA1_010100029066,K,"transcriptional regulator, AfsR/DnrI/RedD family",W067_03462,1169,472.3,0,Acces
Cluster 3255,0,0,0,0,"CRISPR-associated protein, Csm1 family",None,7,0.0,0,Acces
Cluster 3256,Rv0934,pstS1,83332.Rv0934,P,"Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)",P469_00975,1595,827.5,0,Core
Cluster 3257,0,0,0,0,Mobile element protein,X386_01968,3,0.0,0,Uniq
Cluster 3258,Rv1383,carA,419947.MRA_1392,F,Carbamoyl-phosphate synthase small chain (EC 6.3.5.5),Z568_01784,1595,843.6,0,Core
Cluster 3259,0,0,0,0,PE-PGRS family protein,None,2,0.0,0,Uniq
Cluster 326,0,0,0,0,PE-PGRS family protein,N127_03133,2,0.0,0,Uniq
Cluster 3260,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 3261,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 3262,Rv2205c,Rv2205c,83332.Rv2205c,G,Glycerate kinase (EC 2.7.1.31),None,1593,744.0,0,Core
Cluster 3263,Rv0260c,Rv0260c,419947.MRA_0268,H,"Putative uroporphyrinogen-III synthase (EC 4.2.1.75), related to YjjA (in BS) / Response regulator",Z578_00471,1591,832.7,0,Core
Cluster 3264,Rv1230c,Rv1230c,419947.MRA_1239,M,putative membrane protein,Z578_01728,1593,822.7,0,Core
Cluster 3265,Rv3691,Rv3691,419947.MtubH3_010100023490,S,putative secreted protein,Z548_02381,1595,775.8,0,Core
Cluster 3266,Rv2184c,Rv2184c,419947.MtubH3_010100003372,D,Arsenical pump-driving ATPase (EC 3.6.3.16),Z578_00674,1595,822.4,0,Core
Cluster 3267,Rv2084,Rv2084,0,0,hypothetical protein,Z578_02114,741,0.0,0,Acces
Cluster 3268,Rv0574c,Rv0574c,443144.GM21_3775,M,Capsule biosynthesis protein CapA,Z578_02927,1595,350.0,0,Core
Cluster 3269,0,0,0,0,Probable conserved integral membrane transport protein,N045_00902,1,0.0,0,Uniq
Cluster 327,0,0,0,0,PE-PGRS family protein,P930_03801,18,0.0,0,Acces
Cluster 3270,0,0,0,0,COG0028: Thiamine pyrophosphate-requiring enzymes,None,1,0.0,0,Uniq
Cluster 3271,0,0,0,0,"Transcriptional regulator, GntR family",FJ05194_2467,1,0.0,0,Uniq
Cluster 3272,Rv2150c,ftsZ,419947.MRA_2165,D,Cell division protein FtsZ (EC 3.4.24.-),W079_03935,1595,797.6,0,Core
Cluster 3273,0,PVOR_08645,715225.PVOR_08645,S,PE-PGRS family protein,P498_01019,34,244.5,0,Acces
Cluster 3274,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 3275,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 3276,0,0,0,0,IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3),AO51_03810,1,0.0,0,Uniq
Cluster 3277,Rv3096,Rv3096,419947.MRA_3128,S,putative cellulase family,Z578_01988,1589,897.5,0,Core
Cluster 3278,Rv3341,metA,419947.MRA_3382,E,Homoserine O-acetyltransferase (EC 2.3.1.31),Z578_03944,1594,850.0,0,Core
Cluster 3279,0,HUTI,83332.Rv0074,Q,Xaa-Pro dipeptidase (EC 3.4.13.9),P940_03773,75,691.2,0,Acces
Cluster 328,0,0,0,0,PE-PGRS family protein,P931_03901,1,0.0,0,Uniq
Cluster 3280,0,SCLAV_5087,419947.MtubH3_010100002723,S,Nitrate reductase [NADH] (EC 1.7.1.1),CH87_00093,578,843.8,0,Acces
Cluster 3281,0,0,0,0,PPE family protein,X103_01618,1,0.0,0,Uniq
Cluster 3282,0,0,0,0,PE-PGRS family protein,None,4,0.0,0,Uniq
Cluster 3283,0,0,0,0,PE family protein,None,1,0.0,0,Uniq
Cluster 3284,Rv2659c,Rv2659c,83332.Rv2659c,L,Integrase,T618_02509,1450,844.5,0,Acces
Cluster 3285,0,RV3389C,419947.MRA_3428A,I,hypothetical protein,None,24,73.2,0,Acces
Cluster 3286,0,0,0,0,"L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)",AO00_03849,1,0.0,0,Uniq
Cluster 3287,Rv3732,Rv3732,419947.MRA_3770,C,hypothetical protein,W023_02996,1550,770.8,0,Acces
Cluster 3288,Rv0125,pepA,419947.MRA_0132,O,Periplasmic serine protease,HKBT2_0135,1594,743.8,RV0125,Core
Cluster 3289,Rv2560,Rv2560,216594.MMAR_2166,S,PROBABLE PROLINE AND GLYCINE RICH TRANSMEMBRANE PROTEIN,None,1592,437.1,0,Core
Cluster 329,0,0,0,0,PE-PGRS family protein,T621_03497,1,0.0,0,Uniq
Cluster 3290,Rv1879,Rv1879,216594.MMAR_2764,S,Amidohydrolase,Z578_01388,1593,669.1,0,Core
Cluster 3291,Rv3105c,prfB,419947.MRA_3137,J,Peptide chain release factor 2,Z578_01999,1595,812.4,0,Core
Cluster 3292,Rv2610c,pimA,419947.MRA_2638,M,Phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57),Z578_02735,1595,833.6,0,Core
Cluster 3293,Rv3168,Rv3168,419947.MRA_3201,S,Phosphotransferase,Z578_03872,1595,870.5,0,Core
Cluster 3294,Rv2212,Rv2212,234621.RER_50570,T,Adenylate cyclase (EC 4.6.1.1),AL82_02286,1594,129.4,0,Core
Cluster 3295,0,0,0,0,PPE family protein,None,1,0.0,0,Uniq
Cluster 3296,Rv1533,Rv1533,557599.MkanA1_010100001275,S,2-nitropropane dioxygenase (EC 1.13.11.32),None,1594,718.0,0,Core
Cluster 3297,Rv0328,Rv0328,83332.Rv0328,K,"Transcriptional regulator, AcrR family",None,1595,427.0,0,Core
Cluster 3298,0,0,0,0,Mobile element protein,N108_00745,1,0.0,0,Uniq
Cluster 3299,Rv3562,fadE31,419947.MRA_3601,I,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE31",Z578_00048,1595,854.3,0,Core
Cluster 33,0,0,0,0,PPE family protein,X116_00556,1,0.0,0,Uniq
Cluster 330,Rv3514,PE_PGRS57,0,0,PE-PGRS family protein,MT7199_3574,40,0.0,RV3514,Acces
Cluster 3300,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 3301,Rv2879c,Rv2879c,262316.MAP2943c,J,23S rRNA (adenine(2503)-C(2))-methyltransferase & tRNA (adenine(37)-C(2))-methyltransferase (EC 2.1.1.192),None,1591,725.7,0,Core
Cluster 3302,0,0,0,0,PE-PGRS family protein,P443_03247,1,0.0,0,Uniq
Cluster 3303,0,0,0,0,Putative cytochrome P450 hydroxylase,N104_01825,1,0.0,0,Uniq
Cluster 3304,0,0,0,0,PE-PGRS family protein,MTBK_28940,2,0.0,0,Uniq
Cluster 3305,Rv1678,Rv1678,0,0,hypothetical protein,None,1594,0.0,0,Core
Cluster 3306,Rv0884c,serC,419947.MRA_0891,E,Phosphoserine aminotransferase (EC 2.6.1.52),Z578_01050,1595,838.6,0,Core
Cluster 3307,Rv1894c,Rv1894c,419947.MRA_1905,S,2-nitropropane dioxygenase (EC 1.13.11.32),Z578_01404,1585,848.6,0,Acces
Cluster 3308,Rv0501,galE2,419947.MRA_0509,M,UDP-glucose 4-epimerase (EC 5.1.3.2),Z578_01541,1595,843.2,0,Core
Cluster 3309,Rv3094c,Rv3094c,557599.MkanA1_010100005070,I,Pigment protein,Z578_01986,1595,692.6,0,Core
Cluster 331,0,0,0,0,PE-PGRS family protein,AL31_03482,1,0.0,0,Uniq
Cluster 3310,Rv0365c,Rv0365c,83332.Rv0365c,G,fructose-bisphosphate aldolase family protein,Z578_02771,1595,847.1,0,Core
Cluster 3311,0,0,0,0,MCE-family protein MceD,Z554_00482,4,0.0,0,Uniq
Cluster 3312,Rv3684,Rv3684,419947.MtubH3_010100023455,E,Pyridoxal-5'-phosphate-dependent enzyme beta superfamily (fold type II),P923_02546,1595,831.5,0,Core
Cluster 3313,0,0,0,0,NADH dehydrogenase (EC 1.6.99.3),None,1,0.0,0,Uniq
Cluster 3314,0,0,0,0,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE27",None,2,0.0,0,Uniq
Cluster 3315,0,0,0,0,PE-PGRS family protein,T581_03660,2,0.0,0,Uniq
Cluster 3316,Rv3796,Rv3796,216594.MMAR_5358,S,Putative uncharacterized protein BCG_3858,None,1594,608.4,0,Core
Cluster 3317,0,0,0,0,TonB-dependent receptor,T627_02827,1,0.0,0,Uniq
Cluster 3318,Rv3531c,Rv3531c,419947.MRA_3570,S,hypothetical protein,Z578_00017,1592,864.2,0,Core
Cluster 3319,Rv3410c,guaB3,419947.MRA_3450,F,"Inosine-5'-monophosphate dehydrogenase, catalytic domain (EC 1.1.1.205)",Z578_02512,1595,806.8,0,Core
Cluster 332,0,0,0,0,PE-PGRS family protein,AM67_02693,1,0.0,0,Uniq
Cluster 3320,Rv0761c,adhB,419947.MRA_0771,C,Alcohol dehydrogenase (EC 1.1.1.1),Z578_03523,1595,851.6,0,Core
Cluster 3321,Rv2819c,Rv2819c,83332.Rv2819c,L,"CRISPR-associated protein, Csm5 family",Z578_04004,1024,858.7,0,Acces
Cluster 3322,Rv1009,rpfB,419947.MRA_1018,L,Resuscitation-promoting factor RpfB,AL82_01051,1595,790.0,0,Core
Cluster 3323,Rv1260,Rv1260,83332.Rv1260,"['C', 'H']",Oxidoreductase,Q625_02145,1414,839.7,0,Acces
Cluster 3324,Rv2915c,Rv2915c,83332.Rv2915c,Q,Xaa-Pro dipeptidase (EC 3.4.13.9),None,1595,835.0,0,Core
Cluster 3325,0,0,0,0,PE-PGRS family protein,P511_03652,2,0.0,0,Uniq
Cluster 3326,0,0,0,0,PE-PGRS family protein,AN65_03662,3,0.0,0,Uniq
Cluster 3327,Rv2571c,Rv2571c,262316.MAP3679,S,putative membrane protein,None,1583,267.2,0,Acces
Cluster 3328,0,0,0,0,PE-PGRS family protein,T616_04074,1,0.0,0,Uniq
Cluster 3329,0,0,0,0,Glycosyltransferase,None,2,0.0,0,Uniq
Cluster 333,0,0,0,0,PE-PGRS family protein,X111_00739,2,0.0,0,Uniq
Cluster 3330,0,RV0867C,419947.MRA_0874,S,Resuscitation-promoting factor RpfA,AI81_00989,111,788.6,0,Acces
Cluster 3331,0,0,0,0,PE-PGRS family protein,None,2,0.0,0,Uniq
Cluster 3332,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 3333,Rv1679,fadE16,83332.Rv1679,I,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE16",Z578_00583,1594,796.2,0,Core
Cluster 3334,Rv2629,Rv2629,83332.Rv2629,S,hypothetical protein Rv2629,Z578_03689,1595,817.6,0,Core
Cluster 3335,0,0,0,0,hypothetical protein,None,39,0.0,0,Acces
Cluster 3336,Rv3127,Rv3127,419947.MRA_3159,S,Nitroreductase,P949_02193,1594,776.3,0,Core
Cluster 3337,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 3338,0,0,0,0,PPE family protein,X316_04042,14,0.0,0,Acces
Cluster 3339,Rv3629c,Rv3629c,419947.MRA_3665,L,putative membrane protein,X454_00116,1595,781.4,0,Core
Cluster 334,0,MRA_3390,419947.MRA_3390,N,PPE family protein,P495_01963,84,2514.8,0,Acces
Cluster 3340,0,0,0,0,PPE family protein,AO80_04073,4,0.0,0,Uniq
Cluster 3341,0,0,0,0,Membrane protein involved in colicin uptake-like protein,None,1,0.0,0,Uniq
Cluster 3342,Rv1554,frdC,443218.AS9A_2958,C,Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1),None,1586,141.0,0,Acces
Cluster 3343,0,0,0,0,PPE family protein,P944_01677,1,0.0,0,Uniq
Cluster 3344,0,0,0,0,Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107),W054_02128,1,0.0,0,Uniq
Cluster 3345,Rv0889c,citA,83332.Rv0889c,C,Citrate synthase (si) (EC 2.3.3.1),Z578_01055,1592,824.8,0,Core
Cluster 3346,Rv1448c,tal,419947.MRA_1457,G,Transaldolase (EC 2.2.1.2),Z578_02447,1595,806.6,0,Core
Cluster 3347,Rv3505,fadE27,419947.MRA_3545,I,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE27",Z578_03504,1590,810.0,0,Core
Cluster 3348,Rv2454c,Rv2454c,419947.MRA_2480,C,"2-oxoglutarate oxidoreductase, beta subunit (EC 1.2.7.3)",T594_00911,1594,823.1,0,Core
Cluster 3349,Rv0505c,serB1,419947.MtubH3_010100022590,E,Phosphoserine phosphatase (EC 3.1.3.3),AJ41_01114,1594,666.7,0,Core
Cluster 335,0,0,0,0,PE-PGRS family protein,P950_03028,39,0.0,0,Acces
Cluster 3350,Rv1594,nadA,83332.Rv1594,H,Quinolinate synthetase (EC 2.5.1.72),X352_01421,1594,787.0,0,Core
Cluster 3351,0,0,0,0,Hydrogenase-4 component B / Formate hydrogenlyase subunit 3,None,1,0.0,0,Uniq
